filename,Condition,headYaw,headPitch,gazeYaw,gazePitch,confidence,emotion_index,gaze_yaw,gaze_pitch,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AUTHOR,BORN.DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME,date,candidate_name,direct_langs_found_count,direct_langs_found,all_wiki_langs_count,all_wiki_langs,timestamp_utc,exists_en,title_en,exists_it,title_it,exists_de,title_de,exists_fr,title_fr,exists_nl,title_nl,exists_es,title_es,Search,Hits,Success,ERROR,Date
01lucret,Renaissance,-13.5218039650874,33.8618056922316,8.02140913183153,30.1375800238813,0.975,0,-0.233304560184479,-0.0288273245096207,0.00232723169028759,0.00748511869460344,0.00602043233811855,0,0,0,0.0194115675985813,0,"LOTTO, Lorenzo","(b. ca. 1480, Venezia, d. 1556, Loreto)",Portrait of a Lady as Lucretia,1530-32,"Oil on canvas, 96 x 111 cm","National Gallery, London",https://www.wga.hu/html/l/lotto/5/01lucret.html,painting,portrait,Italian,1501-1550,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of a Lady as Lucretia"" LOTTO, Lorenzo National Gallery, London",68,ok,NA,2025-08-28T08:44:11Z
01luthe2,Renaissance,-17.9335789875948,18.0481705466209,16.5011844997677,26.413354355531,0.975,6,-0.193698078393936,-0.225226670503616,0,0.011114876717329,0.514666080474854,0,0,0,0.0985736846923828,0.00582834100350738,"CRANACH, Lucas the Elder","(b. 1472, Kronach, d. 1553, Weimar)",Portrait of Hans Luther (detail),1527,Oil and tempera on red beechwood,"Wartburg-Stiftung, Eisenach",https://www.wga.hu/html/c/cranach/lucas_e/13/01luthe2.html,painting,portrait,German,1501-1550,1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of Hans Luther (detail)"" CRANACH, Lucas the Elder Wartburg-Stiftung, Eisenach",2,ok,NA,2025-08-28T08:44:12Z
01luthe3,Renaissance,20.2254101681181,17.2460296334378,-15.297973129993,27.7884530638449,0.975,5,-0.175447881221771,0.309422194957733,0.372973918914795,0.300452321767807,0.00668944977223873,0.00449147494509816,0,0.00567080127075315,0.0449201092123985,0.0630434155464172,"CRANACH, Lucas the Elder","(b. 1472, Kronach, d. 1553, Weimar)",Portrait of Margaretha Luther (detail),1527,Oil and tempera on red beechwood,"Wartburg-Stiftung, Eisenach",https://www.wga.hu/html/c/cranach/lucas_e/13/01luthe3.html,painting,portrait,German,1501-1550,1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of Margaretha Luther (detail)"" CRANACH, Lucas the Elder Wartburg-Stiftung, Eisenach",3,ok,NA,2025-08-28T08:44:13Z
01mother,Renaissance,-26.9863121506618,21.3140299788666,26.8144248121225,23.7204527184161,0.975,0,-0.0696403905749321,-0.240170851349831,0.0077600721269846,0.0161781050264835,0,0,0,0,0.00824922975152731,0,"DÜRER, Albrecht","(b. 1471, Nürnberg, d. 1528, Nürnberg)",Portrait of Barbara Dürer,1490,"Oil on pine panel, 47 x 38 cm","Germanisches Nationalmuseum, Nuremberg",https://www.wga.hu/html/d/durer/1/01/01mother.html,painting,portrait,German,1501-1550,1490,Barbara Dürer,2,"de,fr",5,"de,eo,fr,ru,uk",2025-08-28T14:10:43Z,FALSE,,FALSE,,TRUE,Barbara Dürer,TRUE,Barbara Dürer,FALSE,,FALSE,,"""Portrait of Barbara Dürer"" DÜRER, Albrecht Germanisches Nationalmuseum, Nuremberg",62,ok,NA,2025-08-28T08:44:14Z
01popeju,Renaissance,-20.5118890656835,27.3300868277403,18.9076072393172,31.6272702912214,0.975,2,-0.235336124897003,-0.169726088643074,0,0,0,0,0,0,0.0108458297327161,0,TIZIANO Vecellio,"(b. 1490, Pieve di Cadore, d. 1576, Venezia)",Portrait of Pope Julius II,1545-46,"Oil on wood, 99 x 82 cm","Galleria Palatina (Palazzo Pitti), Florence",https://www.wga.hu/html/t/tiziano/10/22/01popeju.html,painting,portrait,Italian,1501-1550,1545,Julius II,4,"en,fr,nl,es",87,"af,ar,arz,ast,be,be-tarask,bg,br,bs,ca,cdo,co,cs,cv,cy,da,de,diq,el,en,eo,es,et,eu,fa,fi,fr,fy,ga,gl,gsw,hak,he,hr,hu,id,ilo,io,it,ja,jv,ka,ko,ku,la,lt,lv,lzh,mg,mk,mr,ms,nan,nb,nds,nl,oc,pl,pms,pt,qu,ro,ru,scn,sco,sh,simple,sk,sl,sq,sr,sv,sw,th,tl,tr,uk,ur,vec,vi,vls,war,wuu,xmf,yo,yue,zh",2025-08-28T14:11:02Z,TRUE,Pope Julius II,FALSE,,FALSE,,TRUE,JVLIVS II,TRUE,Paus Julius II,TRUE,Julio II,"""Portrait of Pope Julius II"" TIZIANO Vecellio Galleria Palatina (Palazzo Pitti), Florence",108,ok,NA,2025-08-28T08:44:15Z
01portma,Renaissance,26.5852416940702,17.7043958695424,-24.5225936315992,27.4446783867664,0.925,0,-0.0424409471452236,0.1913161277771,0.0201322827488184,0.0148071497678757,0,0,0,0,5.39753877092153e-4,0.00893221236765385,TIZIANO Vecellio,"(b. 1490, Pieve di Cadore, d. 1576, Venezia)",Portrait of a Man,1511-12,"Oil on canvas, 80 x 66 cm","Statens Museum for Kunst, Copenhagen",https://www.wga.hu/html/t/tiziano/10/21/01portma.html,painting,portrait,Italian,1501-1550,1511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01portra,Renaissance,25.783100780887,20.2254101681181,-15.4698604685322,28.1322277409234,0.975,7,-0.0729491636157036,0.129965871572495,0.003067810786888,0.0166903473436832,0,0,0,0,0,0,"GOSSART, Jan","(b. ca. 1478, Maubeuge, d. 1532, Middelburg)",Jean Carondelet,1503-08,"Oil on oak panel, 40 x 29 cm","Toledo Museum of Art, Toledo, Ohio",https://www.wga.hu/html/g/gossart/06portra/01portra.html,painting,portrait,Flemish,1501-1550,1503,Jean Carondelet,2,"en,fr",5,"ar,arz,en,fr,nl",2025-08-28T14:11:14Z,TRUE,Jean Carondelet,FALSE,,FALSE,,TRUE,Famille Carondelet,FALSE,,FALSE,,"""Jean Carondelet"" GOSSART, Jan Toledo Museum of Art, Toledo, Ohio",21,ok,NA,2025-08-28T08:44:16Z
01princ1,Renaissance,-10.1413529738156,25.038255647217,0.74484513367007,28.1322277409234,0.975,0,-0.204753518104553,0.109507538378239,0.00799834635108709,0.0125822555273771,0,0,0,0,0.00851888675242662,0,"CRANACH, Lucas the Elder","(b. 1472, Kronach, d. 1553, Weimar)",A Prince of Saxony,1517,"Oil and tempera on limewood, 44 x 34 cm","National Gallery of Art, Washington",https://www.wga.hu/html/c/cranach/lucas_e/12/01princ1.html,painting,portrait,German,1501-1550,1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""A Prince of Saxony"" CRANACH, Lucas the Elder National Gallery of Art, Washington",1090,ok,NA,2025-08-28T08:44:17Z
01princ2,Renaissance,18.9649030188302,33.6326225741793,-18.2200578851602,33.3461436766139,0.975,0,-0.131762027740479,0.295256525278091,0,0.00395812559872866,0,0,0,0,0,0,"CRANACH, Lucas the Elder","(b. 1472, Kronach, d. 1553, Weimar)",A Princess of Saxony,1517,"Oil and tempera on limewood, 43 x 34 cm","National Gallery of Art, Washington",https://www.wga.hu/html/c/cranach/lucas_e/12/01princ2.html,painting,portrait,German,1501-1550,1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""A Princess of Saxony"" CRANACH, Lucas the Elder National Gallery of Art, Washington",1710,ok,NA,2025-08-28T08:44:18Z
01princ3,Renaissance,-19.8816354910396,12.6050714928781,14.7250153348622,16.73036761782,0.975,0,-0.111509971320629,-0.158386155962944,0.00458702445030212,0.0163892656564713,0,0,0,0,0.00689737591892481,0,"CRANACH, Lucas the Elder","(b. 1472, Kronach, d. 1553, Weimar)",Portrait of a Saxon Prince,-,"Panel, 26 x 19 cm","Musée de la Ville, Reims",https://www.wga.hu/html/c/cranach/lucas_e/12/01princ3.html,painting,portrait,German,1501-1550,NA,Saxon Prince,1,en,3,"de,en,fa",2025-08-28T14:11:46Z,TRUE,SS Glitra,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"""Portrait of a Saxon Prince"" CRANACH, Lucas the Elder Musée de la Ville, Reims",4,ok,NA,2025-08-28T08:44:19Z
01selfpo,Renaissance,-21.0848468608143,7.10467665962221,11.1726770050511,15.3552689095061,0.975,6,-0.0627399533987045,0.111930176615715,0.0241189915686846,0,0.0502759627997875,0,0.00211989390663803,0,0.00928840786218643,0.421661734580994,TINTORETTO,"(b. 1518, Venezia, d. 1594, Venezia)",Self-Portrait,c. 1547,"Oil on canvas, 46 x 38 cm","Museum of Art, Philadelphia",https://www.wga.hu/html/t/tintoret/8/01selfpo.html,painting,portrait,Italian,1551-1600,1547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01southw,Renaissance,-27.7884530638449,19.5951565934742,26.9290163711487,28.1895235204365,0.975,0,-0.0982323735952377,-0.144718289375305,0.00101386045571417,0.0383807457983494,0,0,0,0,5.27918396983296e-4,0,"HOLBEIN, Hans the Younger","(b. 1497, Augsburg, d. 1543, London)",Sir Richard Southwell,1536,"Oil on wood, 48 x 38 cm","Galleria degli Uffizi, Florence",https://www.wga.hu/html/h/holbein/hans_y/1543/01southw.html,painting,portrait,German,1501-1550,1536,Sir Richard Southwell,1,en,7,"arz,azb,de,en,fr,mg,pt",2025-08-28T14:11:53Z,TRUE,Richard V. Southwell,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"""Sir Richard Southwell"" HOLBEIN, Hans the Younger Galleria degli Uffizi, Florence",68,ok,NA,2025-08-28T08:44:20Z
01veneti,Renaissance,19.9389312705526,23.8350442774422,-17.5325085310032,28.9916644336197,0.975,6,-0.0407249853014946,0.161837711930275,0.0246560461819172,0.0946141630411148,0.0013766901101917,5.319094270817e-6,0,2.01854199985974e-4,0.00391998561099172,0.00698326108977199,"DÜRER, Albrecht","(b. 1471, Nürnberg, d. 1528, Nürnberg)",Portrait of a Young Venetian Woman,1505,"Oil on elm panel, 32,5 x 24,5 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/d/durer/1/05/01veneti.html,painting,portrait,German,1501-1550,1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of a Young Venetian Woman"" DÜRER, Albrecht Kunsthistorisches Museum, Vienna",195,ok,NA,2025-08-28T08:44:22Z
01woman,Renaissance,16.2720013817154,12.9488461699566,-0.916732472209317,17.5898043105163,0.975,7,-0.236817806959152,-0.0187675952911377,0.0269274767488241,0.0218037292361259,0,0,0,0,8.62003187648952e-4,0,"CARPACCIO, Vittore","(b. 1472, Venezia, d. 1526, Capodistria)",Portrait of a Woman,1495-98,"Oil on wood, 29 x 24 cm","Galleria Borghese, Rome",https://www.wga.hu/html/c/carpacci/5/01woman.html,painting,portrait,Italian,1501-1550,1495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of a Woman"" CARPACCIO, Vittore Galleria Borghese, Rome",1690,ok,NA,2025-08-28T08:44:23Z
01young,Renaissance,24.5225936315992,24.6371851906254,-24.1215231750077,29.2781433311851,0.975,6,-0.0922851860523224,0.207272067666054,0.0297005977481604,0.0101742455735803,0.243390992283821,1.19760123197921e-4,0,0,0.00289000105112791,0,"CRANACH, Lucas the Elder","(b. 1472, Kronach, d. 1553, Weimar)",Portrait of a Clean-Shaven Young Man,c. 1500,"Oil and tempera on wood, 46 x 33 cm","Hessische Hausstiftung, Kronberg",https://www.wga.hu/html/c/cranach/lucas_e/11/01young.html,painting,portrait,German,1501-1550,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of a Clean-Shaven Young Man"" CRANACH, Lucas the Elder Hessische Hausstiftung, Kronberg",9,ok,NA,2025-08-28T08:44:24Z
01youngm,Renaissance,21.600508876432,15.1260857914537,-6.58901464400447,21.3140299788666,0.975,0,-0.143610149621964,-0.114422187209129,0,0.00279880058951676,0,0,0,0,0,0,RAFFAELLO Sanzio,"(b. 1483, Urbino, d. 1520, Roma)",Portrait of a Young Man,c. 1515,"Oil on panel, 44 x 29 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/html/r/raphael/5roma/3/01youngm.html,painting,portrait,Italian,1501-1550,1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of a Young Man"" RAFFAELLO Sanzio Museo Thyssen-Bornemisza, Madrid",744,ok,NA,2025-08-28T08:44:25Z
021woman,Renaissance,16.2147056022023,25.8403965604001,-3.66692988883727,28.4760024180019,0.975,0,-0.16563880443573,0.139641001820564,0,0.00858081970363855,0,0,0,0,0.00308291707187891,0,"CARPACCIO, Vittore","(b. 1472, Venezia, d. 1526, Capodistria)",Portrait of a Young Woman,-,"Panel, 57 x 44 cm",Private collection,https://www.wga.hu/html/c/carpacci/5/021woman.html,painting,portrait,Italian,1501-1550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of a Young Woman"" CARPACCIO, Vittore Private collection",3800,ok,NA,2025-08-28T08:44:26Z
0245savo,Renaissance,-10.0267614147894,17.5898043105163,10.3132403123548,22.6318329076675,0.975,0,-0.101939484477043,-0.149338752031326,0.0481597743928432,0.0245730578899384,7.88801931776106e-4,1.8095520499628e-4,0,0,0.0109355812892318,0.00948116183280945,"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of Jacques of Savoy,1470s,"Oil on oak panel, 34,7 x 25 cm","Öffentliche Kunstsammlung, Basel",https://www.wga.hu/html/m/memling/6copies/0245savo.html,painting,portrait,Flemish,1451-1500,1470,Jacques of Savoy,1,en,14,"arz,bg,cs,de,el,en,es,fr,it,ja,nl,pt,ru,sl",2025-08-28T14:13:23Z,TRUE,"Jacques de Savoie, Duke of Nemours",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"""Portrait of Jacques of Savoy"" MEMLING, Hans Öffentliche Kunstsammlung, Basel",1,ok,NA,2025-08-28T08:44:27Z
02beard,Renaissance,37.9871018171736,27.9030446228711,-27.2727910482272,35.523383298111,0.025,6,-0.101998195052147,0.152785867452621,0.108592353761196,0,0.087103083729744,0.0165873058140278,0.0970406085252762,0.00651357416063547,0.615109086036682,0.223988175392151,TINTORETTO,"(b. 1518, Venezia, d. 1594, Venezia)",Portrait of a White-Bearded Man,c. 1545,"Oil on canvas, 92 x 60 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/t/tintoret/8/02beard.html,painting,portrait,Italian,1551-1600,1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of a White-Bearded Man"" TINTORETTO Kunsthistorisches Museum, Vienna",75,ok,NA,2025-08-28T08:44:28Z
02cuspi2,Renaissance,-10.0840571943025,-13.6363955241136,11.5164516821295,-7.50574711621378,0.975,7,-0.0399481281638145,-0.221867755055428,0.00938618555665016,0.0224559307098389,0,0,0,0,0.0111827421933413,0.00427748542279005,"CRANACH, Lucas the Elder","(b. 1472, Kronach, d. 1553, Weimar)",Portrait of Dr. Johannes Cuspinian (detail),c. 1502,Oil on wood,"Oskar Reinhart Collection, Winterthur",https://www.wga.hu/html/c/cranach/lucas_e/11/02cuspi2.html,painting,portrait,German,1501-1550,1502,Johannes Cuspinian,3,"en,it,de",9,"arz,cs,de,en,fr,it,la,ru,sl",2025-08-28T14:14:01Z,TRUE,Johannes Cuspinian,TRUE,Johannes Cuspinian,TRUE,Johannes Cuspinian,FALSE,,FALSE,,FALSE,,"""Portrait of Dr. Johannes Cuspinian (detail)"" CRANACH, Lucas the Elder Oskar Reinhart Collection, Winterthur",8,ok,NA,2025-08-28T08:44:29Z
02cuspi5,Renaissance,20.5691848451966,32.1429323068392,-14.5531279963229,28.533298197515,0.925,6,-0.154736489057541,0.382425248622894,0.439638018608093,0.816832780838013,8.10131779871881e-4,0,0,8.13578895758837e-4,0.00902667641639709,0.00240389024838805,"CRANACH, Lucas the Elder","(b. 1472, Kronach, d. 1553, Weimar)",Portrait of Anna Cuspinian,c. 1502,"Oil on wood, 59 x 45 cm","Oskar Reinhart Collection, Winterthur",https://www.wga.hu/html/c/cranach/lucas_e/11/02cuspi5.html,painting,portrait,German,1501-1550,1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of Anna Cuspinian"" CRANACH, Lucas the Elder Oskar Reinhart Collection, Winterthur",26,ok,NA,2025-08-28T08:44:30Z
02father,Renaissance,31.283495614143,23.1474949232853,-27.9603404023842,22.7464244666937,0.875,0,-0.0688347369432449,0.19452278316021,0.036112479865551,0.0415941290557384,0,0,0,0,0,0,"DÜRER, Albrecht","(b. 1471, Nürnberg, d. 1528, Nürnberg)",Portrait of Dürer's Father,1490,"Oil on panel, 48 x 40 cm","Galleria degli Uffizi, Florence",https://www.wga.hu/html/d/durer/1/01/02father.html,painting,portrait,German,1501-1550,1490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of Dürer's Father"" DÜRER, Albrecht Galleria degli Uffizi, Florence",71,ok,NA,2025-08-28T08:44:31Z
02fragme,Renaissance,-12.4331841543389,9.05273316306701,4.870141258612,12.547775713365,0.975,0,-0.293402284383774,-0.125407516956329,0.0301815792918205,0.00170917517971247,0.032587107270956,0.00357830454595387,0,0.157240569591522,0.660813808441162,0.00479489518329501,"BOSCH, Hieronymus","(b. ca. 1450, 's-Hertogenbosch, d. 1516, 's-Hertogenbosch)",Head of a Halberdier (fragment),-,"Oil on panel, 28 x 20 cm","Museo del Prado, Madrid",https://www.wga.hu/html/b/bosch/1early/02fragme.html,painting,portrait,Netherlandish,1451-1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
